author;comment;likeCount;publishedAt
@K-ë“œë¦¼ëž©;NGERI KALI    RAYAP BESI TELAH MERUBAH RADAR UNTUK MENYERANG PULAU ACEH;0;2025-06-15T08:24:52Z
@ipankhaux7435;PS harus segera copot tito;0;2025-06-15T08:24:26Z
@yazidalqomari4531;Gue dukung aceh dripada sumatra;0;2025-06-15T08:24:25Z
@yazidalqomari4531;Ya jelas memantik  kalau memng sudah milik aceh ngapain di otak atik;0;2025-06-15T08:24:01Z
@SyukriRamli-b7i;TAPI BOBBY SETUJU DALAM NARASNYA 1 MINGGU YG LALU MEMANTIK KONTRA KE RAKYAT INDONESIA  MULUTMU HARIMAU PRET  ;0;2025-06-15T08:23:12Z
@yazidalqomari4531;Sudah jelas  tito memberikan jalan  krena klompok jokowi dan kroninya bnyak bermain dipulau tsb;0;2025-06-15T08:23:07Z
@mhdrezapratamaprata5313;Prabowo susah cuma karna mentrinya ;0;2025-06-15T08:21:54Z
@ErwansyahErwansyah-q8c;Satu kolammm ama mertua nya   hasilll KKNÃ°Å¸ËœÂ¢Ã°Å¸ËœÂ¢;0;2025-06-15T08:19:23Z
@oneonetube;Dengan adanya masalah ini  makin lebih terbuka informasi untuk netizen Indonesia pada umumnya  kenapa aceh dulu berontak ke Indonesia  inilah contohnya;0;2025-06-15T08:18:43Z
@keisyaaaaa5404;we know whos Tito  ;0;2025-06-15T08:18:37Z
@miqbalfirdaus7359;Bek kendo awak Aceh  Darah prang cit kana lam tuboh  Beuhee perjuangkan hak geutanyo ;0;2025-06-15T08:18:26Z
@didietsoebyakto1704;"Potensi migas? Hmmm semakin jelas mengapa ""diperebutkan""   ";0;2025-06-15T08:18:06Z
@faisalanshary;Cem sengketa wilayah negara aja  Kl nelayan  mau nge laut dimana aja kan gak masalah  selama masih dalam  NKRI  Apa perlu Sumut buat Perda  bahwa setiap warga Aceh yg mau jalan jalan ke Medan  harus bayar visa? Kl soal potensi migas  kan bisa dibuat pembagian hasil  Gak usah ikut ikutan lah warga yg ngaku nelayan  jadi gak bisa nyari makan  Lebay kali ;0;2025-06-15T08:16:59Z
@NaylaSyafitri-tk5rh;Saya Warga sumut dukung aceh;0;2025-06-15T08:14:59Z
@hermantvchanel4000;Tangkap Tito biang dari kerusuhan di negara ini dia yg telah membuat kegaduhan dan mengancam kedaulatan negara ini bila tidak di tangani langsung pasti akan menimbulkan konflik baru;0;2025-06-15T08:14:30Z
@yayukdianadiana7553;udah dpt kebaca keputusan org2 yg rakus;0;2025-06-15T08:12:06Z
@salmankanacaaca;ini drama apa lagi yaaaa  ;0;2025-06-15T08:11:52Z
@ZelighSerhan;"Aduh jelas"" itu milik aceh   knp pula mesti d pikir";0;2025-06-15T08:10:18Z
@HartamiJaya;Isu perebutan pulau  sepertinya untuk nutup isu pemakzulan fufuffagaaa;0;2025-06-15T08:08:42Z
@elfadillah423;Tito kerjanya apa?;0;2025-06-15T08:08:37Z
@achmadfarid840;Saya sumenep madura mendukung aceh agar mempertahankan 4 pulau di aceh    karena jika di lepaskan begitu saja   maka ternakÃ‚Â² mulyono akan semakin kaya raya;0;2025-06-15T08:08:25Z
@lindasuci6404;Ga doyan partai yg ada keluarga mulyono ;0;2025-06-15T08:08:13Z
@RyanSanjaya-dk3yb;Kami dukung aceh;0;2025-06-15T08:07:57Z
@kunangchannel5767;Bukan jadi rebutan  tapi Sumatera Utara yang merebut 4 pulau dari wilayah Aceh melalui Mendagri?;0;2025-06-15T08:07:44Z
@saifulRizal2470;Sy Rakyat Jawa Timur DUKUNG ACEH Aceh banyak Berkorban buat Negara dgn ada nya Aceh Maka Indonesia ada  Hnya Aceh yg ga bisa di Obok2 BELANDA belajar lah dari sejarah;0;2025-06-15T08:06:38Z
@AgamGunawan-i7c;Maksud permainan pusat sudah bisa di baca;0;2025-06-15T08:06:26Z
@generasimuda7157;Saya orang sunda dukung Aceh;0;2025-06-15T08:03:59Z
@sanleas9456;Mendagri titipan yg buat gaduh ga dipecat tuh?  Papua apa kabar skrg? Kyknya kelelep beritanya gara2 ini;0;2025-06-15T08:03:56Z
@AbdulTaat-e5t;Ujung-ujungnya mau dijual ke oligarki;0;2025-06-15T08:03:51Z
@hasburahman;Sudah tau milik aceh  to  apa yg di kaji ulang  cabut permen lho selessi tidak gaduh;0;2025-06-15T08:03:46Z
@pudarproject9381;Pulau mw d rusak lgi d jadikan tambang demi perut penguasa;0;2025-06-15T08:03:44Z
@sriantowardoyo2607;Aku orang dari jatim dukung Aceh jangan sampai Gam hidup lagi tito bikin gaduh bobi srakah;0;2025-06-15T08:03:41Z
@titikaryati3175;Tito sedang balas budi keluarga joko;0;2025-06-15T08:03:34Z
@rivaldahyugaTv;Titto pecat dari menteri;0;2025-06-15T08:03:34Z
@SitiJulpa;Tito masih ke tularan jkw;0;2025-06-15T08:03:20Z
@SuryanSukses;kami dukung aceh;0;2025-06-15T08:02:53Z
@radiushadariah9010;kami dukung aceh;0;2025-06-15T08:02:25Z
@AdibAminullah-i6e;Kami dukung aceh;0;2025-06-15T08:02:15Z
@jaysubiahto1023;Setuju ama prabowo jangan kalah ama geng solo;0;2025-06-15T08:02:12Z
@benexstar5550;Itu milik pakpak;0;2025-06-15T08:02:02Z
@titikaryati3175;Boby manang curang hasil nepotisme  lawan;0;2025-06-15T08:01:56Z
@yusufneo6989;Kenapa tito ga di pecat aja pak prabowo  ga berani yaaaa       ;1;2025-06-15T08:01:41Z
@hasburahman;Tidak ada sengketa tito   anda saja yg buah gaduh   boby sudah tau itu milik aceh malah minta di kelola bersama aneh   lho bob   buah jatuh tidak jauh pohon   ternak jokowi;0;2025-06-15T08:01:25Z
@PadjriPardedeofficial;Pecat aj lah menteri yg tdk kompoten;0;2025-06-15T08:01:06Z
@AgusPurwanto-d1k;Akan terlihat apakah Prabowo independen atau peliharaan Mulyono  ;0;2025-06-15T07:59:21Z
@Wiberwitrabermawi;Arya arya lo mancing nongol nya GAM ya ntar lo gwa kirim ke sono       ;0;2025-06-15T07:58:41Z
@hadiyonosugeng6400;Pak Prabowo kembalikan pulau2 itu ke Propinsi  Aceh   dan pecat Tito Karnavian dari jabatan menteri   biar dia mengadu ke Pak Jokowi   coba respon Jokowi seperti apa ?;0;2025-06-15T07:58:40Z
@muhammmadmunawir3261;Kami dukung sepenu nya aceh;0;2025-06-15T07:58:39Z
@rochmany9496;Copot si tito;0;2025-06-15T07:58:38Z
@BRS68;Ini bukan rebutan pulau antara Aceh dan Sumut tapi ini pulau punya Aceh yang direbut sumut karena punya potensi migas yang besar   Boby gak cocok bilang kaya gitu   Kau kelihatan suka sekali ada Kepmen Mendagri   kalau gak kesepakatan Boby  Jokowi dan Tito tak mungkin lah tibaÃ‚Â² ada Kepmen   Dari muka Boby dan Tito saja sudah nampak   Masih banyak masalah lain kenapa pula nyaplokÃ‚Â² wilayah orang ?!!!;0;2025-06-15T07:57:58Z
@cutsafia2924;Apa urusan nya pulau aceh tp mnt di kelola bersama2 sama gub sumut  aneh2 aja;0;2025-06-15T07:57:46Z
@DediSukardi-f5m;Gub sumut g usah berbelit belit dn jngn ngomong kita kerja sama mengelola kr empat pulau      jng ambisi    rakyat tau tito memihak anda    historisnya milik aceh;0;2025-06-15T07:57:10Z
@teguhsudaryanto8720;Ya sebaiknya d kembalikan ke prop  Aceh dan menjadi hak milik warga aceh sejak dulu jika ingin tetap kondisif dan terkendali;0;2025-06-15T07:56:49Z
@YogaAlfasoni;merdeka sja aceh   ;0;2025-06-15T07:56:33Z
@eliyanur4238;AcehÃ¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤ semangat;0;2025-06-15T07:56:31Z
@Xpander_Cross;Kami rakyat Indonesia ingin merdeka dari Geng Solo    Ã°Å¸â€™ÂªÃ°Å¸â€™ÂªÃ°Å¸â€™Âª;0;2025-06-15T07:56:21Z
@rochmany9496;Pecat pejabatnya yg pengen nyomot ke pulauan aceh;0;2025-06-15T07:55:59Z
@dewanrichardi2274;Tidak mendahuluin  namun insya Allah    terjsdi pertumtdarah di sana kalo itu tak dikembalikan;0;2025-06-15T07:55:21Z
@afa-h2d;Sy asli Banten sangat sangat mendukung aceh;0;2025-06-15T07:54:07Z
@utomoedy5658;SUDAH DAMAI DI BIKIN GADUH Ã°Å¸ËœÂ®Ã°Å¸ËœÂ®Ã°Å¸ËœÂ®;0;2025-06-15T07:53:09Z
@awalpornadi5698;Kami mendukung aceh  pertahanan 4 pulau milikya;7;2025-06-15T07:52:37Z
@MulYadi-h5e;Memperjuangkan untuk kepentingan anak peternak ;;
@fantasygaming2163;Di sosial media aceh warga aceh bilang balekin pulau nya ke aceh ato perang ngeri aceh ga main main   ;0;2025-06-15T07:51:47Z
@yudiandrianprasetia4518;Kami org Sumut juga mendukung Aceh agar tetap mempertahankan 4 pulaunya  Kami tdk mau diadu domba sama si Tito  !!!!;0;2025-06-15T07:51:10Z
@khairulummami4962;Pasti di kasih ke sumut  Yakin saya;;
@YuellDwyy;Pecat tuh tok tok;0;2025-06-15T07:50:44Z
@fakhrulhidayat2450;Wajib di pecat orang seperti tito ;0;2025-06-15T07:50:36Z
@TaufikMurga;kami dukung aceh;0;2025-06-15T07:50:20Z
@fatahuljannah7202;Jika Prabowo tidak bisa kerja     Tolong pak tito pecat Prabowo;0;2025-06-15T07:49:44Z
@aaofficial6743;Eh broe bukan menjadi rebutan ;;
@kepochanel92;Selama ini gk jd sengketa    ;0;2025-06-15T07:48:32Z
@anggihamidi0189;kami orang sumbar dukung aceh;0;2025-06-15T07:48:01Z
@ahmadmualaf04;Aku suku batak dari SUMATERA UTARA dan tinggal di kota Pematangsiantar mendukung ACEH ;41;2025-06-15T07:47:45Z
@channelgaza8223;Penjajah harus ditumpas;0;2025-06-15T07:47:44Z
@Rianpermana99;KAMI RIAU DUKUNG ACEH Ã°Å¸â€Â¥Ã°Å¸â€Â¥Ã°Å¸â€Â¥;0;2025-06-15T07:47:20Z
@Saksiimaji;Titok ya peliharaan nya si Jokojing  ;0;2025-06-15T07:46:14Z
@fatahuljannah7202;Sumut banyak mengambil wilayah riau     Sedangkan riau dan sumbar tidak pernah sengketa perbatasan  Siapa pun yang berdekatan dengan sumut    Wilayah pasti di caplok ;0;2025-06-15T07:45:50Z
@suratmanspd8473;Undang undang no 24 tahun 56   kedudukan umdang lebih tinggi    tito ngawur  Prabowo segera pecat tito     yg kerjaannya mengadu domba antar propinsi;0;2025-06-15T07:45:22Z
@B3Chanel7622;Pecat aja orang2 Mulyono ;;
@thenever_END;Terus guna menteri apa?;0;2025-06-15T07:43:33Z
@SaiTama-w8l;TITO pecat dari Mentri Kemendagri bikin gaduh;0;2025-06-15T07:43:19Z
@sudarnoweliyanto2809;Sudah gak percaya apa pun alasannya pk gub Sumut ;0;2025-06-15T07:43:18Z
@alkhalif2078;Admin tolong diralat    pulau bukan rebutan tapi direbut dari Aceh   ;;
@akhmadraridi5095;Ini politik adu domba rakyat RI harus bersatu;0;2025-06-15T07:42:40Z
@EfridaSeha;Saya orang sumatra asli  dukung  sepenuhnya  keinginan masyarakat aceh ;20;2025-06-15T07:42:34Z
@MochNurkhamid;Prabowo klu msing nyawang jokowi  Pasti bela boby;0;2025-06-15T07:41:57Z
@rayhaniyan1243;Sejak kapan Prabowo tegas bela rakyat gak mungkin  paling juga bela bobi  karna Bobi itu menyatu Jokowi dogdog  sepenuh hati kami rakyat dukung ACEH  tidak mungkin Prabowo copot tito  itu bohong kalau Prabowo copot Tito Karnavian bohoooooong  ;0;2025-06-15T07:41:46Z
@pipit4662;Kasihan pak prabowo  Mentrinya banyak yg ngawur;0;2025-06-15T07:41:40Z
@FauziRamadhan-y7o;Bikin gaduh aja yg buat keputusan;0;2025-06-15T07:41:10Z
@MancingLiarz;kami dukung aceh;0;2025-06-15T07:39:59Z
@syamsuddinn239;Kayaknya gak ada yang senang dengan tito apalagi rakyat aceh ;0;2025-06-15T07:38:50Z
@willlaw2;PERANG PERANG;0;2025-06-15T07:38:19Z
@digitaljunkiest;PAK PRABOWO  SEGERA PECAT TITO ;1;2025-06-15T07:38:17Z
@FanwaTV;kami dukung aceh;1;2025-06-15T07:38:11Z
@godoelchanelnew4749;Lambattt;0;2025-06-15T07:37:53Z
@satria4483;Tito juga blm jadi apa apa waktu perang    Giliran damai mau ngrecokin   ;0;2025-06-15T07:37:14Z
@bambangheryanto2001;Kemendagri bukannya bikin adem malah bikin gaduh yang mengancam integritas bangsa;0;2025-06-15T07:36:49Z
@rahmadbasuki1784;Kenapa tito suka bikin onar;0;2025-06-15T07:36:17Z
@emranamd6385;Jangan bilang rebutan mba  ;;
@dhantobbaco8848;Kembalikan ke Aceh pak prabowo;0;2025-06-15T07:34:58Z
@RESPHYLAG;Saya tidak dukung Aceh ataupun Sumut Saya mendukung jika Mendagri di Pecat atau Mundurin diri Salam Bhineka Tunggal IkaÃ¢ÂÂ¤;2;2025-06-15T07:34:14Z
@TotokWahyudi-s3j;Copot Tito udah bikin gaduh  ;0;2025-06-15T07:33:36Z
@babanglabana3892;jelas jelas itu milik aceh;1;2025-06-15T07:33:24Z
@Rembol16553;KALO GIBRAN DIMINTAI PENDAPAT KAYAK PAK JK GINI CEMANA YA PENDAPATNYA?????  ;0;2025-06-15T07:30:54Z
@FadinalTaptu-l9m;Sumatra barat sumatra utara aceh hidup berdampingan dgn damai kok tiba tiba terusik jadi tidak nyamsn;0;2025-06-15T07:30:52Z
@Gagak215;Sejak kapan bangken Singkil jadi Wilayah sumatra ;;
@sawitesia3325;Ada yg tau gak kalo batas propinsi antara sumbar - jambi di jalan lintas kabupaten dharmasraya ada 2 gapura  Dan jaraknya ada sekitar 500 meter  Dan sampai  sekarang batasnya pun belum pasti mana yg benar  kedua propinsi saking klaim    Ã°Å¸ËœÂ®Ã°Å¸ËœÂ®Ã°Å¸ËœÂ®;0;2025-06-15T07:29:22Z
@kusdiansaputra2427;Yang sudah damai jangan di provokasi;0;2025-06-15T07:29:06Z
@sting5305;pecat mendagri itu  kalau pemda gak ada wewenang ya jgn ngomongÃ¢â‚¬Â¦ ;1;2025-06-15T07:29:01Z
@daunnanas;P bobo kenapa tidak minta nusa tenggara timur sekalian yg tidak puny sda untuk dimasuk ke sumut   ;;
@irmawatiaini8368;Oiii balikin oiii jgn mengambil sesuatu yg bukan hak itu namanya dzolim plus serakah astaghfirullah;0;2025-06-15T07:27:17Z
@teguh.honda.badung;Kami dari Bandung Jawa Barat  ;;
@Papahlozi-jurnal;Prediksi jawaban akhirnya pasti itu milik aceh;0;2025-06-15T07:25:40Z
@udinkarsudin4779;Ternak mulyono mancing kekudruhan ;0;2025-06-15T07:25:33Z
@WanLak-s2p;Gara gara mentri jokowi masuk kabinet pak prabowo  ini berdampak pemilu 2029  sebaik nya pak prabowo pecat aja mentri titipan jokowi;0;2025-06-15T07:25:16Z
@MuhammadAli-ws9xi;Mustahil pulau itu digarap bersama  sama dg kemustahilan pernyataan pemuda itu untuk menggarap istri bobi;0;2025-06-15T07:25:04Z
@NasrunKtb;Tito sdh saatnya lengser ke prabon   jadi lah wong tuo yg bisa jadi tuntunan bukan makin berkuasa   makin jadi tontonan   dg membuat kebijakan yg merugikan orang lain    ;0;2025-06-15T07:24:20Z
@MamiDidi-w8d;Sy dukung aceh   ;0;2025-06-15T07:24:12Z
@mikejhone7971;Kacau negara ini sudah rusak akan sgalanya   ;;
@kristopelkutika9351;Bakat mulyono turun kepada menantu kecerdasan meraih pulau baru merupakan hak daerah lain dpt dicaplok inilah prestasi jahat yang dibanggakan oleh mulyomo ;0;2025-06-15T07:23:04Z
@halilsaan1842;Dukung Atjeh   ;0;2025-06-15T07:22:41Z
@daunnanas;P prabowo hati2 silahkan belajar ke p Yusuf kala  ;;
@rudyromeo7568;demi bayar upeti untuk balas budi kepada Mulyono  si Mendagri Tito membangunkan GAM yg sedang tertidur nyenyak ;0;2025-06-15T07:22:07Z
@MuhammadAli-ws9xi;Kehati hatian penting sebelum bertindak  bukan setelah menandatangani  Pernyataan JK bukan hanya penting  tapi memang proporsional ;1;2025-06-15T07:21:33Z
@BramSurbakti-ky8sw;Saya pastikan yang tahu sejarah Aceh itu Hanya suku Karo  bukan yang Laen atau Boby nasution  yg kalengÃ‚Â² ini y Rakyat indonesia ku  ;0;2025-06-15T07:20:51Z
@adityarusna4804;"Dari kemarin kasus yg viral dan ramai selalu org"" Pak jokowi     ";0;2025-06-15T07:20:44Z
@ResdyanaTambunan;Saya warga sumut  saya dukung itu milik Aceh  Biar saja itu di miliki Aceh  Krn sumatera yg punya bakal di lebur botak kolam keruh tambang ;;
@SahranAnot;Apa yang di ceritakan BPK Yusup Kalla itu sudah benar;0;2025-06-15T07:20:32Z
@HerrySaputra-bc5hu;*tolong jangan cuma oMON-OMON pak wo*;1;2025-06-15T07:20:19Z
@rasulmunir4826;Malu mengatakan    membatalkan  diganti dg kaji ulang    weleh   welehhh   tito   titooo;0;2025-06-15T07:20:07Z
@daunnanas;Jelas2 bobo blum lahir toto blum lahir undang 2 sudah ada  Termasuk sejak jaman bung karno  ;;
@MarliahThahir;Pret  blg aja untuk pribadi dan di bagi2 sama komplotan nya apa sitito gak cukup digaji ;0;2025-06-15T07:19:19Z
@yuliana126;Pecat tito karnavian   kongkalingkong kroni jokowi ;0;2025-06-15T07:18:58Z
@GhafurPasya;HRUSE TIMLINE-NYA : GADUH  4 PULAU ACEH DICAPLOK BOBBY/ TITO;1;2025-06-15T07:18:55Z
@qirinsya3248;Jokowi mulai strok     ;0;2025-06-15T07:18:35Z
@chanelapasaja916;Tito nya sajah mavia;0;2025-06-15T07:18:33Z
@miasmaliki6472;Pak Prabowo gantilh secepat menteri dari Jokowi yg merusak pemerintahan padahal Jokowi sudah habisÃ°Å¸ËœÅ  Ã°Å¸ËœÂ®Ã¢ÂÂ¤;0;2025-06-15T07:18:28Z
@SahranAnot;Lihat KTPnya yang tinggal di pulau yang bermasalah  atau warga Aceh atau warga Sumatra;0;2025-06-15T07:17:50Z
@bang-anto;pecat TITO dan orang2 KEMENDAGRI yg bikin gaduh;0;2025-06-15T07:17:36Z
@zainalrauf2674;Pulau2 itu sengaja dimasukkan ke wilayah Sumut agar gampang dikelola dan dieksploitasi oleh pemangku kepentingan yang dikendalikan oligarki    kalau tetap masuk wilayah Aceh mereka kesulitan mengeksploitasinya   ;0;2025-06-15T07:17:28Z
@abuhafidzasymiasymi5093;Gara2 1 kluarga bs buat  rakyat PD ribut    astaghfirullah;0;2025-06-15T07:17:16Z
@johnweslisaragih8360;Dukung Aceh ;;
@qirinsya3248;Pusat ambil cara yg salah  mknya anak anak muda sekarang gk tau sejarah  ;0;2025-06-15T07:17:14Z
@ObrolanDingin-b6c;Saya rasa ini memang strategi politik GERINDRA untuk menarik Suara di Aceh pada Pemilu berikutnya : ;;
@miasmaliki6472;Sungguh serakah anak zoligarky yg ingin menguasai pulau diAcehÃ¢ÂÂ¤ Ã°Å¸Å½â€°;0;2025-06-15T07:16:39Z
@dananto2877;raja ampat  ampat pulau  ampat mentri jokowi  ampat ribu triliun  ampat anak jokowi dll   pecicilan;0;2025-06-15T07:16:33Z
@RudiYamsah;Pecat menteri yang bikin gaduh Indonesia   ;0;2025-06-15T07:16:30Z
@MuhammadAli-ws9xi;Konoha  mauenjadi pemimpin harus jujur  Tanpa ada rengek  menteri TDK mungkin tahu ttg pulau itu  Hubungan dan relasi kalian dg menteri  itu yg membuat gaduh ;0;2025-06-15T07:16:20Z
@johnweslisaragih8360;pulau itu punya aceh dan hak warga aceh;;
@khairudinatai558;Lenyapkan Tito Karnavian;0;2025-06-15T07:15:44Z
@arifmakassar4385;pecat tito;0;2025-06-15T07:14:58Z
@nzrtlab;kami dukung aceh;0;2025-06-15T07:14:57Z
@BapakAnas-i2t;Hidup aceh;0;2025-06-15T07:14:23Z
@azkana_45;Klw ada yg protes sampai  gubernurnya berarti ada yg gak bener harus di luruskan udah betul pak prabowo ambil alih masalah 4 pulau sengketa   Biar gak ada kegaduhan yg berkepanjangn apalagi menyangkut pulau2 di  indonesia di rebutkan oleh propinsi2 dalam wilayah indonesia itu sendiri   Ã°Å¸ËœÅ ;0;2025-06-15T07:14:15Z
@TienJulianti;Mendagri tidak menghormati Perjanjian Damai Antara Indonesia dan GAM di Helsinki   Rakyat Aceh Bangkit Dan Lawan Mendagri  Amin ;0;2025-06-15T07:13:39Z
@kahfihafizsurori5419;Pak Prabowo lengserkan orang titipan Jokowi mereka hanya bisa buat masalah saja seperti duri dalam daging sebelum anda disingkirkan mereka;0;2025-06-15T07:13:28Z
@siksikAsik;mnteri bikin gaduh    gubnur yg dpt hdiah keenakan     kalo tuh gubnur pnya integritas mstiny dia paham tuh pulau asalny emng bkn pnya dia (byar pajak aja bkn k dia)   hrusny dia kn bsa mnolak  dg ktkn biarkn pulau itu tetap drumahny di Aceh  jgn dmsukan ke wilyah ny dia di sumut   ktany NKRI ngomong jgn aja ribet     hadeh;0;2025-06-15T07:13:26Z
@rasulmunir4826;Buat masyarakat Aceh :;;
@adyirawan1220;KEMARIN RAJA AMPAT DI BABAT  SEKARANG 4 PULAU ACEH INGIN DI KERUK LAGI   ;;
@agusdwi8016;Kami mendukung masyarakat Aceh  berhentikan MENDAGRI membuat perpecahan bangsa;0;2025-06-15T07:12:58Z
@andikssalcessandikssaja4265;Jangan melahirkan kembali trauma aceh yang baru saja pulih segera kembalikan ;0;2025-06-15T07:12:53Z
@Ramos-sofian;Udah gausah bikin panjang urusannya pak jendral    batalkan SK nya  serahkan pulau nya ke aceh   pecat si Tito karena bikin SK nggak ngotak  bikin gaduh;0;2025-06-15T07:12:47Z
@qirinsya3248;Sumut cemburu dgn aceh     itu aja konsep nya;0;2025-06-15T07:12:39Z
@ChooChoo1719;Menteri2nya mulyono kerjanya ngerepotin prabowo doang ;0;2025-06-15T07:12:35Z
@amstorestory5413;Dipecat ga berani  mundur sendiri ga mau  membatalkan keputusan malu  serba salah jadinya Tito Karnavian    Udah melempar polemik ga tanggung jawab;1;2025-06-15T07:12:32Z
@KamalBawazier;Itu bukan sengketa  Tapi rampok kerjasama tito dan bobby;0;2025-06-15T07:12:19Z
@yeniarifsufia8377;Pki menjajah negeri  ;0;2025-06-15T07:12:08Z
@DirGanov;Maju terus aceh    ;;
@mhdchannel36;Saya dari Jabar dukung aceh;0;2025-06-15T07:11:41Z
@idaisida2977;Check dong siapa yg nyuruh  atau mbisikin  masa tiba2 punya ide ngasih pulau milik aceh ke sumut  ;0;2025-06-15T07:10:16Z
@Adunpadee;Malas baca inews  itu bukan tanah sengketa yg tidak bertuan atau memiliki 2 kepemilikan itu tanah dialihkan atau di caplok oleh sumut mwlalui mendagri ;0;2025-06-15T07:08:59Z
@AhmadQurni;Mentri mentri bawaan jokowi tuh bagi2 kue mulu ama junjungannya;0;2025-06-15T07:08:08Z
@irmansyahfii1228;Di luar negara perang antar negara  diindo perang saudara ;0;2025-06-15T07:07:52Z
@deryistanto9573;Pak Prabowo  blm cukup kah pengalaman yg sudah bapak dapatkan mempunyai mentri pembuat masalah???;0;2025-06-15T07:07:33Z
@makroscc5makros567;Satu negara kok PD rebutan  hadeh !;0;2025-06-15T07:07:22Z
@idaisida2977;Kirain cuma Israel yg caplok bumi Palestine  ;0;2025-06-15T07:07:15Z
@san249;Jgn mau  diambil mantu mulyono ;0;2025-06-15T07:06:59Z
@harryabraham117;SAYA DUKUNG PRABIWO     AMBIL ALIH    Ã°Å¸ËœÅ Ã°Å¸ËœÅ Ã°Å¸ËœÅ ;0;2025-06-15T07:06:54Z
@KagerMansur;Dan sptnya setelah keputusan itu  Tito dan Boby akan jadi musuh rakyat Aceh   Kami dari Jawa akan mendukung sepenuhnya hak rakyat Aceh  ;0;2025-06-15T07:06:27Z
@AtikIsmulyati;Mulyono sdh mau innalilahi    kok masih sibuk urusan dunia ya Alloh  ;0;2025-06-15T07:06:19Z
@bazranaya1081;Kalo 4 pulau ini ga dikembalikan ke aceh gua yakin GAM bakal aktif lg  Kalo GAM aktif lg wilayah2 lain yg kemarin pgn  pengen memisahkan diri mgkn bakal ikut terpicu  oPM pasti makin gencar  Itu analisa gua  Dan;0;2025-06-15T07:05:28Z
@Rajaponik;Katakn sm mntri mu jgn adalgi pngkajian ulang krn sdh jlas 4 pulo itu mmng milik aceh ;0;2025-06-15T07:05:19Z
@putrashah99;Mentri2 pesanan Mulyono bermasalah terus  smeoga pak probowo bisa tegas dan pecat itu semua mentri;0;2025-06-15T07:04:48Z
@suparminparmin7763;Rakyat Aceh lebih berhak;0;2025-06-15T07:04:14Z
@ruryakbar1312;Kalau menabrak aturan & undangÃ‚Â² itu namanya maling Bob   jangan cariÃ‚Â² pembelaan  ;0;2025-06-15T07:04:02Z
@zulfandevayan3702;kalau tdk mencaplok paling tdk ada berusaha ke arah itu;0;2025-06-15T07:03:24Z
@sugiyantosugiyanto558;Pecat mendagrinye;0;2025-06-15T07:02:54Z
@indranata878;Semua menteri saya sudah bekerja dgn baik     baru beberapa hari kata utu terucap   skrg ada yg  bikin gaduh;0;2025-06-15T07:02:06Z
@matahati4743;Sesama wilayah nkri gak perlu ribut  gak perlu klaim-klaiman  UUD 1945 mengisyaratkan segala beda pendapat diselesaikan dg permusyawaratan atau musyawarah ;0;2025-06-15T07:01:58Z
